;"referenceName";"vernacularName";"type";"family"
;"Netta rufina (Pallas, 1773)";"Nette rousse";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Nomonyx dominicus (Linnaeus, 1766)";"Érismature routoutou, Canard masqué";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Nonnula rubecula (Spix, 1824)";"Barbacou rufalbin";"Piciformes (Pics)";"Bucconidae"
;"Nonnula rubecula tapanahoniensis Mees, 1968";;"Piciformes (Pics)";"Bucconidae"
;"Notharchus macrorhynchos (Gmelin, 1788)";"Tamatia à gros bec";"Piciformes (Pics)";"Bucconidae"
;"Notharchus tectus (Boddaert, 1783)";"Tamatia pie";"Piciformes (Pics)";"Bucconidae"
;"Nucifraga caryocatactes (Linnaeus, 1758)";"Cassenoix moucheté, Casse-noix";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Nucifraga caryocatactes caryocatactes (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Nucifraga caryocatactes macrorhynchus Brehm, 1823";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Numenius americanus Bechstein, 1812";"Courlis à long bec";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius arquata (Linnaeus, 1758)";"Courlis cendré";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius borealis (Forster, 1772)";"Courlis esquimau";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius madagascariensis (Linnaeus, 1766)";"Courlis de Sibérie";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius minutus Gould, 1841";"Courlis nain";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius phaeopus (Linnaeus, 1758)";"Courlis corlieu";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius phaeopus hudsonicus Latham, 1790";"Courlis hudsonien";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius phaeopus phaeopus (Linnaeus, 1758)";"Courlis corlieu d'Europe";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius phaeopus variegatus (Scopoli, 1786)";"Courlis corlieu";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius tahitiensis (Gmelin, 1789)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numenius tenuirostris Vieillot, 1817";"Courlis à bec grêle";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Numida meleagris (Linnaeus, 1758)";"Pintade de Numidie, Pintade commune";"Galliformes";"Numididae"
;"Nyctanassa violacea (Linnaeus, 1758)";"Bihoreau violacé";"Pelecaniformes";"Ardeidae (Hérons)"
;"Nyctanassa violacea bancrofti Huey, 1927";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Nyctanassa violacea cayennensis (Gmelin, 1789)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Nyctibius aethereus (Wied-Neuwied, 1820)";"Ibijau à longue queue";"Caprimulgiformes";"Nyctibiidae"
;"Nyctibius aethereus longicaudatus (Spix, 1825)";;"Caprimulgiformes";"Nyctibiidae"
;"Nyctibius bracteatus Gould, 1846";"Ibijau roux";"Caprimulgiformes";"Nyctibiidae"
;"Nyctibius grandis (Gmelin, 1789)";"Grand Ibijau";"Caprimulgiformes";"Nyctibiidae"
;"Nyctibius griseus (Gmelin, 1789)";"Ibijau gris";"Caprimulgiformes";"Nyctibiidae"
;"Nyctibius leucopterus (Wied, 1821)";"Ibijau à ailes blanches";"Caprimulgiformes";"Nyctibiidae"
;"Nycticorax caledonicus (Gmelin, 1789)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Nycticorax caledonicus caledonicus (Gmelin, 1789)";"Bihoreau cannelle";"Pelecaniformes";"Ardeidae (Hérons)"
;"Nycticorax duboisi (Rothschild, 1907)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Nycticorax nycticorax (Linnaeus, 1758)";"Héron bihoreau, Bihoreau gris";"Pelecaniformes";"Ardeidae (Hérons)"
;"Nycticorax nycticorax hoactli (Gmelin, 1789)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Nyctidromus albicollis (Gmelin, 1789)";"Engoulevent pauraqué";"Caprimulgiformes";"Caprimulgidae"
;"Nyctipolus nigrescens (Cabanis, 1848)";"Engoulevent noirâtre";"Caprimulgiformes";"Caprimulgidae"
;"Nyctiprogne leucopyga (Spix, 1825)";"Engoulevent leucopyge";"Caprimulgiformes";"Caprimulgidae"
;"Nymphicus hollandicus (Kerr, 1792)";"Calopsitte élégante";"Psittaciformes (Perroquets, perruches)";"Cacatuidae"
;"Oceanites oceanicus (Kuhl, 1820)";"Pétrel de Wilson, Océanite de Wilson";"Procellariiformes (Pétrels tempêtes, Albatros)";"Oceanitidae"
;"Ochthornis littoralis (Pelzeln, 1868)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Odontophorus gujanensis (Gmelin, 1789)";"Tocro de Guyane, Tocro";"Galliformes";"Odontophoridae"
;"Oenanthe deserti (Temminck, 1825)";"Traquet du désert";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe hispanica (Linnaeus, 1758)";"Traquet oreillard";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe isabellina (Temminck, 1829)";"Traquet isabelle";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe leucopyga (C.L. Brehm, 1855)";"Traquet à tête blanche";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe leucura (Gmelin, 1789)";"Traquet rieur";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe oenanthe (Linnaeus, 1758)";"Traquet motteux";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe oenanthe leucorhoa (Gmelin, 1789)";;"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe oenanthe oenanthe (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe pleschanka (Lepechin, 1770)";"Traquet pie";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Oenanthe xanthoprymna (Hemprich & Ehrenberg, 1833)";"Traquet kurde, Traquet à queue rousse, Traquet de Perse";"Passeriformes (Passereaux)";"Muscicapidae (Fauvettes, Gobes-mouches)"
;"Onychoprion anaethetus (Scopoli, 1786)";"Sterne bridée";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Onychoprion anaethetus recognitus Mathews, 1912";;"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Onychoprion fuscatus (Linnaeus, 1766)";"Sterne fuligineuse";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Onychoprion fuscatus serratus (Wagler, 1830)";"Sterne fuligineuse";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Onychoprion lunatus (Peale, 1848)";;"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Onychorhynchus coronatus (P. L. S. Müller, 1776)";"Moucherolle royal, Porte-éventail roi";"Passeriformes (Passereaux)";"Tyrannidae"
;"Opisthocomus hoazin (Statius Müller, 1776)";"Hoazin huppé, Hoazin, Sassa";"Opisthocomiformes";"Opisthocomidae"
;"Oporornis agilis (Wilson, 1812)";"Paruline à gorge grise";"Passeriformes (Passereaux)";"Parulidae"
;"Oreothlypis celata (Say, 1823)";"Sylvette verdâtre, Fauvette verdâtre";"Passeriformes (Passereaux)";"Parulidae"
;"Oreothlypis peregrina (Wilson, 1811)";"Paruline obscure, Sylvette obscure";"Passeriformes (Passereaux)";"Parulidae"
;"Oreothlypis ruficapilla (Wilson, 1811)";"Paruline à joues grises";"Passeriformes (Passereaux)";"Parulidae"
;"Oriolus oriolus (Linnaeus, 1758)";"Loriot d'Europe, Loriot jaune";"Passeriformes (Passereaux)";"Oriolidae"
;"Ornithion inerme Hartlaub, 1853";"Tyranneau minute";"Passeriformes (Passereaux)";"Tyrannidae"
;"Ortalis motmot (Linnaeus, 1766)";"Ortalide motmot";"Galliformes";"Cracidae"
;"Orthopsittaca manilatus (Boddaert, 1783)";"Ara macavouanne";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Orthorhyncus cristatus (Linnaeus, 1758)";"Colibri huppé";"Caprimulgiformes";"Trochilidae"
;"Orthorhyncus cristatus exilis (Gmelin, 1788)";;"Caprimulgiformes";"Trochilidae"
;"Otis tarda Linnaeus, 1758";"Grande Outarde, Outarde barbue";"Otidiformes";"Otididae (Outardes)"
;"Otus mayottensis Benson, 1960";"Petit-duc malgache";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Otus rutilus (Pucheran, 1849)";"Petit duc";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Otus scops (Linnaeus, 1758)";"Hibou petit-duc, Petit-duc scops";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Oxyruncus cristatus (Swainson, 1821)";"Oxyrhynque huppé";"Passeriformes (Passereaux)";"Oxyruncidae"
;"Oxyruncus cristatus hypoglaucus (Salvin & Godman, 1883)";;"Passeriformes (Passereaux)";"Oxyruncidae"
;"Oxyura jamaicensis (Gmelin, 1789)";"Érismature rousse";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Oxyura leucocephala (Scopoli, 1769)";"Érismature à tête blanche";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Pachycephala caledonica (Gmelin, 1789)";"Siffleur calédonien";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Pachycephala caledonica caledonica (Gmelin, 1789)";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Pachycephala caledonica littayei E. L. Layard, 1878";"Siffleur doré";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Pachycephala rufiventris (Latham, 1801)";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Pachycephala rufiventris xanthetraea (Forster, J. R., 1844)";"Siffleur itchong";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Pachyptila belcheri (Mathews, 1912)";"Prion de Belcher";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyptila desolata (Gmelin, 1789)";"Prion de la désolation";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyptila salvini (Mathews, 1912)";"Prion de Salvin";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyptila salvini macgillivrayi (Mathews, 1912)";"Prion de Macgillivray, Prion de Saint-Paul";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyptila turtur (Kuhl, 1820)";"Petit prion, Prion colombe";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyptila vittata (Forster, 1777)";"Prion de Forster";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pachyramphus marginatus (Lichtenstein, 1823)";"Bécarde à calotte noire";"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus marginatus nanus Bangs & Penard, 1921";;"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus minor (Lesson, 1830)";"Bécarde de Lesson";"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus polychopterus (Vieillot, 1818)";"Bécarde à ailes blanches";"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus polychopterus tristis (Kaup, 1852)";;"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus rufus (Boddaert, 1783)";"Bécarde cendrée";"Passeriformes (Passereaux)";"Tityridae"
;"Pachyramphus surinamus (Linnaeus, 1766)";"Bécarde du Surinam";"Passeriformes (Passereaux)";"Tityridae"
;"Pachysylvia muscicapina (Sclater & Salvin, 1873)";"Viréon fardé";"Passeriformes (Passereaux)";"Vireonidae"
;"Padda oryzivora (Linnaeus, 1758)";"Padda de Java";"Passeriformes (Passereaux)";"Estrildidae"
;"Pagodroma nivea (G. Forster, 1777)";"Pétrel des neiges";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Pagophila eburnea (Phipps, 1774)";"Mouette ivoire, Goéland sénateur, Mouette blanche";"Charadriiformes (Limicoles)";"Laridae (Goélands, Mouettes)"
;"Pandion haliaetus (Linnaeus, 1758)";"Balbuzard pêcheur";"Accipitriformes";"Pandionidae"
;"Pandion haliaetus carolinensis (Gmelin, 1788)";;"Accipitriformes";"Pandionidae"
;"Pandion haliaetus cristatus (Vieillot, 1816)";"Balbuzard d'Australie, Buse de mer, Aigle pêcheur";"Accipitriformes";"Pandionidae"
;"Pandion haliaetus ridgwayi Maynard, 1887";;"Accipitriformes";"Pandionidae"
;"Panurus biarmicus (Linnaeus, 1758)";"Panure à moustaches, Mésange à moustaches";"Passeriformes (Passereaux)";"Sylviidae"
;"Panyptila cayennensis (Gmelin, 1789)";"Martinet de Cayenne";"Caprimulgiformes";"Apodidae"
;"Papasula abbotti Ridgway, 1893";"Fou d'Abbott";"Pelecaniformes";"Sulidae"
;"Pardirallus maculatus (Boddaert, 1783)";"Râle tacheté";"Gruiformes (Grues)";"Rallidae"
;"Parkesia motacilla (Vieillot, 1809)";"Paruline hochequeue";"Passeriformes (Passereaux)";"Parulidae"
;"Parkesia noveboracensis (Gmelin, 1789)";"Paruline des ruisseaux, Sylvette des ruisseaux";"Passeriformes (Passereaux)";"Parulidae"
;"Paroaria gularis (Linnaeus, 1766)";"Paroare rougecap";"Passeriformes (Passereaux)";"Thraupidae"
;"Parus cyanus Pallas, 1770";"Mésange azurée";"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Parus major Linnaeus, 1758";"Mésange charbonnière";"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Parus montanus Conrad von Baldenstein, 1827";"Mésange boréale";"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Parus montanus montanus Conrad von Baldenstein, 1827";"Mésange alpestre";"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Parus montanus rhenanus Kleinschmidt, 1910";;"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Passer domesticus (Linnaeus, 1758)";"Moineau domestique";"Passeriformes (Passereaux)";"Passeridae"
;"Passer domesticus domesticus (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Passeridae"
;"Passer domesticus indicus Jardine & Selby, 1835";"Moineau domestique (indicus)";"Passeriformes (Passereaux)";"Passeridae"
;"Passer hispaniolensis (Temminck, 1820)";"Moineau espagnol";"Passeriformes (Passereaux)";"Passeridae"
;"Passer italiae (Vieillot, 1817)";"Moineau cisalpin";"Passeriformes (Passereaux)";"Passeridae"
;"Passer montanus (Linnaeus, 1758)";"Moineau friquet";"Passeriformes (Passereaux)";"Passeridae"
;"Passerculus sandwichensis (Gmelin, 1789)";"Bruant des prés";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Passerella iliaca (Merrem, 1786)";"Bruant fauve";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Passerina caerulea (Linnaeus, 1758)";"Guiraca bleu";"Passeriformes (Passereaux)";"Cardinalidae"
;"Passerina cyanea (Linnaeus, 1766)";"Passerin indigo";"Passeriformes (Passereaux)";"Cardinalidae"
;"Patagioenas cayennensis (Bonnaterre, 1792)";"Pigeon rousset";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Patagioenas leucocephala (Linnaeus, 1758)";"Pigeon à couronne blanche";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Patagioenas plumbea (Vieillot, 1818)";"Pigeon plombé";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Patagioenas plumbea delicata (Berlepsch & Stolzmann, 1902)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Patagioenas speciosa (Gmelin, 1789)";"Pigeon ramiret";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
